Name,Released_year,Rating,Genre,Sub_genre,Free
I Heard There Are Monsters Here,2023,2.6,Casual,Indie,True
Embers of Magic,2017,8.2,Action,Adventure,True
Blink the Bulb,2017,8.6,Action,Adventure,True
Emergence,2020,8.6,Adventure,Casual,True
Shutter,2023,8.9,Adventure,Indie,True
Zup! Arena,2018,5.8,Action,Casual,False
IMMURE,2019,9.4,Indie,N/A,True
Crime Scene Cleaner Playtest,2023,9.9,N/A,N/A,False
Legendary DXP,2018,5.5,Casual,N/A,True
雛ちゃんブレイカー2ndBreak,2022,9.8,Casual,N/A,True
SWORD ART ONLINE Fractured Daydream Playtest,2024,8.9,N/A,N/A,False
Astral Slider,2022,9.4,Action,Casual,True
Farmer And Tree,2020,9.0,Casual,Indie,True
Runes: The Forgotten Path,2018,8.1,Action,Adventure,True
Into The Unknown,2016,7.0,Adventure,Casual,True
East Trade Tycoon: Inheritance,2024,8.6,Casual,Simulation,True
Postponed,2024,7.8,Action,Indie,True
Play With Gilbert - A Small Tail,2021,9.4,Adventure,Casual,True
Hidden Cats - Pirates,2024,6.1,Adventure,Casual,True
幻世九州,2023,8.4,Action,Adventure,True
Death or Glory,2024,7.2,RPG,Strategy,True
Commie Killer 2069,2021,8.6,Action,Indie,True
KILL CRAB,2023,8.0,Action,Adventure,True
Inline,2018,9.5,Casual,Indie,True
Steel & Steam: Episode 1,2014,3.2,RPG,N/A,False
Triennale Game Collection,2016,8.1,Indie,N/A,True
Penny Black,2018,9.5,Indie,N/A,True
The Twin Paradox,2024,8.8,Indie,RPG,True
Sigh of the Abyss: Shadow Bonds Prologue,2022,9.6,Adventure,Casual,True
Pet Lands: First Steps,2024,6.0,Action,Adventure,True
The Witch in the Forest,2020,8.2,Casual,Indie,True
Rico-Jump,2021,8.3,Action,Casual,True
Aviator: Air Combat,2022,8.6,Indie,Simulation,True
The Cursed Tower,2018,6.3,Action,Adventure,True
Born to Rise,2023,7.9,Action,Adventure,True
Apotheorasis Lab of the Blind Gods Prologue,2021,9.6,Action,Adventure,True
Ex Vitro,2024,9.4,Action,Adventure,True
Spark & Kling,2024,6.3,Adventure,Casual,True
Polity - Online Role Playing,2024,6.8,Adventure,Casual,True
Shrieking Darkness,2023,2.6,Action,Indie,True
Astria,2020,8.6,Action,Adventure,True
The Itch,2019,8.9,Adventure,Indie,True
11号小镇综合症,2022,9.1,Casual,Indie,True
Vanguards,2016,7.1,Action,Strategy,True
SmallZ,2023,4.9,Action,Adventure,True
Fantasy General II: Prologue,2020,7.2,Strategy,N/A,True
Shadowlings,2018,8.2,Action,Indie,True
The Alpha Device,2018,6.5,Action,Adventure,True
Ignited Steel: Prologue,2022,9.4,Indie,RPG,True
Cursed Enigma - Priest and Prayers,2023,6.8,Adventure,Indie,True
Camp Wars,2022,3.8,Action,Indie,False
Bazaar Simulator Prologue,2024,7.4,Casual,Indie,True
신기록 : A Compendium of Ghosts,2018,9.4,Adventure,Casual,True
Nekokami: Internship - The Prologue Adventure,2024,8.9,Adventure,Casual,True
Basketball Grand Slam 2024,2024,6.3,Action,Casual,True
Auto Brawl Chess,2023,5.4,Action,Adventure,True
Pivross,2018,6.6,Casual,Indie,True
Mauled,2022,7.2,Action,Indie,True
GRAB,2023,9.0,Adventure,Casual,True
Secret Santa,2016,9.0,Indie,Strategy,True
Greed,2022,6.6,Action,Indie,True
Bone Dust,2023,8.3,Action,N/A,True
The IOTA Project,2017,7.2,Action,Indie,True
Lonely Knight,2022,6.1,Action,Adventure,True
Gobernators (Parodia política peruana),2016,8.0,Action,Indie,True
The Long Road North,2022,8.3,Action,Adventure,True
Cave Heroes,2023,5.3,Adventure,Indie,True
江湖客栈-The Jianghu Playtest,2023,3.4,N/A,N/A,False
SpermDash精疲力尽,2020,8.8,Action,Casual,True
Virago: Herstory,2022,7.1,Adventure,Indie,True
Future Fortune,2021,5.2,Casual,Indie,True
BVOVB - Bruising Vengeance of the Vintage Boxer,2022,9.8,Action,Indie,True
Fairyside,2022,9.4,Action,Adventure,True
Alien Squatter,2019,9.5,Indie,RPG,True
Versus World,2018,8.8,Action,Indie,True
Mathoria: It All Adds Up,2016,6.0,Casual,Indie,True
DeathJack,2024,6.1,Casual,Indie,True
Accel,2019,8.5,Action,Indie,True
Catch Canvas,2016,7.4,Casual,Indie,False
GHARP,2023,4.9,Action,Adventure,True
UNDEAD FACTORY:Zombie Pandemic,2018,5.9,Strategy,N/A,True
Dragon Call,2021,7.3,Adventure,Casual,True
Cat-aclysm,2023,8.9,Action,Adventure,True
StarOS,2023,9.8,Indie,Simulation,True
Kinda Heroes: The cutest RPG ever!,2020,7.4,Adventure,Indie,True
SUPER CIRCUIT BREAKERS,2020,8.4,Action,N/A,True
CGENcore,2019,5.4,Casual,Indie,True
Lake Minnewaska,2024,9.5,Adventure,Casual,True
Ling,2018,7.2,Action,Adventure,False
Wildshape - Map Editor (free demo),2021,7.4,Adventure,Indie,True
Bikini Island Challenge,2021,1.8,Adventure,Indie,True
Pizzapocalypse,2024,9.9,Action,Adventure,True
Cup Of Ethanol,2019,8.0,Indie,N/A,True
异星前哨 Playtest,2021,9.6,N/A,N/A,False
Asteroids,2024,8.7,Adventure,Indie,True
Symphony of Souls,2023,9.5,Action,Adventure,True
1001 Hugs,2019,7.4,Action,Adventure,True
Itchy Scratchy,2022,7.7,Action,Casual,True
Subspace Discovery,2023,7.6,Massively Multiplayer,RPG,True
PearPhone.io,2022,8.1,Action,Indie,True
ASURA,2023,4.7,Adventure,Massively Multiplayer,True
Escape The Glubinka,2023,7.7,Action,Adventure,True
Element Battle Royale,2020,6.0,Action,Indie,True
Kona & Snowrabbit,2024,9.7,Action,Casual,True
FEAST: Book One Family Ties,2018,7.8,Adventure,Casual,True
电玩捕鱼,2022,6.3,Adventure,Casual,True
传奇世界之仗剑天涯H5,2020,4.8,Casual,Massively Multiplayer,True
Slime CCG,2018,4.0,N/A,N/A,True
Microsoft Maquette,2019,9.1,Casual,N/A,True
Another Sight - Hodge's Journey,2018,6.6,Action,Adventure,True
Universe For Sale - Prologue,2021,9.3,Adventure,Casual,True
Park Beyond Playtest,2023,8.3,N/A,N/A,False
Rise of the Pirates,2019,7.2,Action,Adventure,True
Tanks2.DE,2019,6.5,Action,Massively Multiplayer,True
Prime Arena,2017,6.4,Action,Massively Multiplayer,False
Greedy Goblin,2021,8.0,Adventure,Casual,True
One Dark Night,2016,4.6,Indie,Simulation,True
Hit n' Rush,2021,6.4,Action,Adventure,True
1BIT CASTLE,2019,7.6,Indie,N/A,True
Locomancer,2017,8.5,Casual,Indie,True
Pain of War,2018,5.9,Action,Adventure,True
Kung Fu Panda Showdown of Legendary Legends,2016,6.5,Action,N/A,False
Visibility,2015,6.1,Indie,N/A,True
Sand Playtest,2024,7.2,N/A,N/A,False
Ruins Of Mitriom,2022,9.6,Action,Adventure,True
Paranormal Teens,2016,4.5,Indie,Simulation,True
Animal Shelter 2: Prologue,2024,8.6,Adventure,Casual,True
Alien Crusader,2018,6.6,Action,Indie,True
The Best Of MagiCats,2018,7.4,Adventure,Indie,False
Better Off Tread,2017,6.4,Action,Indie,False
Nodiatis,2016,6.2,Adventure,Indie,True
Incremental Epic Breakers,2021,4.8,Action,Indie,True
DERE EXE: Rebirth of Horror,2021,8.7,Action,Adventure,True
VirtualCop,2021,5.3,Casual,Indie,True
Farm Defense,2022,7.4,Casual,Indie,True
Banana 2: Fruit,2024,4.4,Casual,Indie,True
Rogue Islands,2017,6.9,Action,Adventure,True
Raspberry,2024,4.7,Casual,Indie,True
Live Adventure,2021,8.8,Adventure,N/A,True
Mythic Ocean: Prologue,2019,9.7,Adventure,Indie,True
Last Slice,2022,9.2,Action,Casual,True
Code S-44: Episode 1,2019,7.5,Adventure,Indie,True
ShawnCena121,2021,9.2,Action,N/A,True
집착의 망자 - 집으로부터의 탈출,2022,9.3,Adventure,Casual,True
Everglow,2022,9.6,Adventure,Casual,True
Frog,2024,6.7,Adventure,Casual,True
Streets of Chaos,2015,3.4,Indie,Simulation,False
Run Of Mydan,2017,7.7,Action,Adventure,True
Hedgewars,2022,9.2,Strategy,N/A,True
Full Tilt Poker,2016,4.7,Casual,Massively Multiplayer,False
Epiphany City: Prologue,2021,9.2,Adventure,Indie,True
Fuel Renegades,2018,7.6,Racing,N/A,True
Xecryst Remains,2019,7.8,Action,Indie,False
Stormshot,2023,4.6,Adventure,Casual,True
Smashing Simulator Idle,2024,9.1,Casual,Indie,True
Wonhon: The Beginning,2021,8.0,Action,Adventure,True
Forest Star,2021,9.9,Adventure,Indie,True
Necro Rumble,2024,8.6,Action,Casual,True
The Emulator,2018,5.9,Action,Indie,True
This Child Of Mine,2018,6.3,Adventure,Indie,True
Elea - Episode 1,2018,6.7,Adventure,Indie,False
Mist,2024,8.2,Indie,N/A,True
Perfect World M,2024,3.4,Massively Multiplayer,RPG,False
Melodramatica,2021,8.1,Casual,Indie,True
Bongus Bright-eye & The Great Axe-stravaganza,2023,9.6,Adventure,N/A,True
The KillBox: Aquarius,2017,5.0,N/A,N/A,True
ITRP _ Volatile Vertex,2022,7.6,Indie,N/A,True
Jump The Gun,2022,9.0,Adventure,Indie,True
Zombie Apocalypse,2017,6.8,Action,N/A,True
Unlight:SchizoChronicle,2018,6.9,Casual,N/A,True
Erinye Demo,2018,8.9,Adventure,Indie,True
Börd Killer,2023,9.6,Action,Indie,True
MR 333,2021,8.2,Action,N/A,True
BrawlQuest,2022,7.6,Action,Adventure,True
After School Murder Club!!,2021,8.8,Casual,Indie,True
Minute,2023,8.7,Action,Adventure,True
Insects Awaken Prologue,2024,9.7,Adventure,Casual,True
Loud Run,2024,7.6,Casual,Indie,True
异霊 皓月空华,2018,8.2,Adventure,Casual,True
System Goose Overload,2017,9.0,Adventure,Indie,True
Thunder League Online,2022,7.4,Action,Casual,True
Craterbound,2022,5.3,Action,Adventure,True
女神之光-专服版,2024,8.9,Action,Adventure,True
California Escapades,2024,7.3,Adventure,Casual,True
VRUSEUM,2022,7.1,Adventure,Casual,True
The Other 99,2016,4.7,Action,Indie,False
ARC Raiders Playtest,2023,6.1,N/A,N/A,False
Bane of Asphodel,2018,6.6,Action,Adventure,True
Arena Renovation - First Job,2023,7.7,Casual,Indie,True
Jellyfish Season,2018,7.5,Casual,Indie,True
SCP器関ノ彷徨 -The will of a single Tale- 第１部,2019,9.0,Adventure,Simulation,True
Phantom Racing,2022,6.7,Massively Multiplayer,Racing,True
Kolhii ChampionsAU,2022,8.8,Indie,Sports,True
War Gun: Shooting Games Online,2023,4.8,Action,Massively Multiplayer,True
Guildford Castle VR,2022,9.6,Adventure,Casual,True
XL1-ClippingPoint,2018,6.4,Racing,Simulation,True
Once10,2019,8.2,Adventure,Indie,True
Gun Duel,2021,8.3,Action,N/A,True
Medieval Crafter: Blacksmith Prologue,2024,7.9,Indie,RPG,True
dig,2021,8.0,Casual,N/A,True
Ghost Trap,2022,9.1,Action,Indie,True
Under Pressure,2019,8.4,Action,Indie,True
Mecha-Tokyo Rush,2018,7.5,Action,Indie,True
Hidden Dimensions 3,2016,8.5,Strategy,N/A,True
Mahjong Magic Islands,2017,6.9,Casual,N/A,True
HaberDashers,2020,6.9,Casual,Indie,True
白晓,2022,9.6,Casual,RPG,True
Meditation VR,2020,7.9,Casual,Indie,True
PC Fútbol Stars,2019,6.9,Casual,Indie,True
Russian Warship,2023,9.6,Action,Indie,True
My Dad Left Me,2022,9.7,Action,Adventure,True
魔方谏言,2024,9.6,Casual,Indie,True
Desktop Jumpscares,2022,9.1,Simulation,N/A,True
Robo Maestro,2023,9.8,Indie,N/A,True
Legend of Towercraft,2020,7.2,Indie,RPG,True
Dragon Souls,2020,6.4,Action,Adventure,True
Late City Riders,2019,8.8,Indie,Racing,True
Bare Metal,2017,8.5,Indie,Simulation,True
Darold The Doomer: Psychedelic Lucid Dreams,2022,9.4,Indie,N/A,True
Miner Lou,2019,7.7,Indie,RPG,True
Rise of One,2017,5.9,Action,Indie,True
Boundary: Benchmark,2020,9.0,N/A,N/A,True
AffordaGolf Online,2016,4.0,Casual,Indie,True
Finn Dorset's Institute For Livestock Replication,2024,9.3,Simulation,N/A,True
Might & Mayhem,2017,5.7,Massively Multiplayer,RPG,True
The 4th Coming,2019,7.2,Adventure,Massively Multiplayer,True
CATASS,2023,9.1,Casual,N/A,True
Aloha Paradise Hotel,2017,4.8,Simulation,Strategy,False
Duel Corp. Playtest,2023,9.7,N/A,N/A,False
Sunflower Pie,2024,9.0,Adventure,Indie,True
星帷之瓣,2020,9.7,Adventure,Indie,True
World Of Conquerors - Origins,2020,6.9,Indie,Massively Multiplayer,True
SPOOKWARE: Watch Party,2021,9.3,Action,Adventure,True
Jack Holmes : Master of Puppets PROLOGUE,2023,8.1,Adventure,N/A,True
Snowpainters,2021,8.8,Casual,Racing,True
Oneteam Soccer,2020,9.0,Action,Casual,True
Ransack Raccoon,2021,8.4,Action,Casual,True
Goo Gladiators,2022,8.1,Strategy,N/A,True
Beat Me! - Puppetonia Tournament,2020,5.7,Action,Casual,True
Friendsim 2,2022,9.1,Adventure,Casual,True
Don Flatus: Poop Hunter,2020,8.6,Adventure,Casual,True
Vampire Slave 1: A Yaoi Visual Novel,2021,7.4,Casual,Indie,True
The Witcher 3 REDkit,2024,8.3,N/A,N/A,True
King of Fate,2023,7.6,Adventure,Massively Multiplayer,True
Classic Marathon Infinity,2024,9.5,Action,N/A,True
Nightwolf: Survive the Megadome,2019,7.7,Action,Indie,True
Last Epoch Playtest,2023,8.3,N/A,N/A,False
Swallow The Blue: Remastered,2021,6.3,Action,Adventure,True
Chasing Styx,2017,8.4,Action,Adventure,True
Box Clicker,2024,5.4,Casual,Simulation,True
BattleSpace,2015,3.6,Massively Multiplayer,Strategy,True
Heroes of Paragon,2017,4.8,Indie,Strategy,False
Tay Son Dynasty,2023,6.7,Action,Indie,True
Kiki & Ana - The Child,2021,9.8,RPG,N/A,True
Dino Cats,2024,9.1,Casual,Indie,True
Mokoko X: The First Date,2024,9.3,Action,Casual,True
Honey Peach Clicker,2024,5.1,Action,Casual,True
Castlehold,2021,7.2,RPG,Strategy,True
MSI Electric City: Core Assault,2017,9.2,Action,Adventure,True
Blue Fire: Void Maker,2022,7.4,Indie,N/A,True
防疫英雄,2022,6.6,Casual,Indie,True
Dragon Glory,2017,4.6,Action,Adventure,True
Prime Horror II,2022,7.4,Casual,Indie,True
International Space Station Tour VR,2018,8.4,Casual,Indie,True
Lumin's Path,2020,7.7,Adventure,Casual,True
Cirno's Perfect Summer Vacation,2020,8.6,Adventure,N/A,True
STUG,2023,7.7,Action,N/A,True
nofio wireless adapter for Valve Index,2024,3.0,N/A,N/A,True
Toki Time Trial,2018,9.4,N/A,N/A,True
Starborne: Frontiers,2024,7.4,Massively Multiplayer,RPG,True
Divine Knockout PTS Playtest,2022,8.8,N/A,N/A,False
Death Dojo,2016,6.9,Action,N/A,True
Security Guy vs AI: The Dawn of AI,2021,8.5,Action,Indie,True
Nightingale Playtest,2024,7.3,N/A,N/A,False
Ashfall Playtest,2023,5.8,N/A,N/A,False
Aliens Attack VR,2019,8.3,Action,Casual,True
Metallic Metronome,2020,8.8,Casual,Indie,True
Dark Eden Origin,2017,4.1,Massively Multiplayer,RPG,True
Blood Wizard Odyssey,2022,9.7,Adventure,Indie,True
Off-Road Super Racing,2016,4.8,Racing,N/A,True
Mi Scusi,2021,9.2,Action,Adventure,True
Eternal Dreamers,2021,8.5,Indie,RPG,True
Virtual Exhibition,2020,9.4,Indie,Simulation,True
Nick,2017,8.0,Action,Indie,True
Gal-X-E,2016,8.7,Action,Adventure,True
Rivals 2 Playtest,2024,9.2,N/A,N/A,False
Rollout,2016,5.9,Action,Casual,True
Punk Wars: Prologue,2021,7.6,Strategy,N/A,True
Mourning Inc,2021,3.8,Action,Adventure,True
UEBERNATURAL: The Video Game - Prologue,2021,9.4,Action,Adventure,True
Team Four Star RPG,2017,8.1,Indie,RPG,True
Virtual Families 3,2023,6.2,Simulation,N/A,True
Ruthless Conquest,2019,8.5,Strategy,N/A,True
Sentinel,2014,6.4,Indie,Strategy,True
Eukarion Tales: Origins,2023,9.6,Action,RPG,True
Dangerous Fellows: Otome Game,2023,4.4,Adventure,Casual,True
Mortgage nightmares,2024,9.1,Casual,Indie,True
NARAKA: BLADEPOINT - Test Server Playtest,2020,9.3,N/A,N/A,False
七雄纷争,2022,7.1,Massively Multiplayer,RPG,True
SWAT,2021,4.2,Action,Massively Multiplayer,True
Ultimate Logic Puzzle Collection,2019,8.4,Casual,Indie,True
HellFurnace,2023,7.1,Action,Indie,True
Reverie Knights Tactics: Prologue,2021,6.8,Adventure,Indie,True
Disney's The Lion King,2017,6.6,Action,Adventure,False
Blocky Ball,2021,8.4,Casual,Sports,True
Souls of the Wind,2021,5.6,Adventure,Indie,True
Vigorus,2022,8.7,Indie,N/A,True
Endless Furry Ping-Pong,2021,7.4,Casual,Indie,True
On Track,2024,9.5,Casual,N/A,True
Mausoleum of the Medusa,2016,7.5,Action,Adventure,True
Life on the Edge,2022,9.1,Action,Simulation,True
Rise: Battle Lines,2015,6.6,Indie,Strategy,False
Idle Plant Game,2023,4.9,Casual,Simulation,True
VRMultigames,2016,7.8,Action,Casual,True
Raifu Wars,2022,8.8,Indie,Strategy,True
Жмурки (Детектив Онлайн 1v1),2023,8.2,Massively Multiplayer,Strategy,True
OpenVR Benchmark,2019,7.1,N/A,N/A,True
Pinecone Game,2021,8.5,Adventure,Casual,True
Deteriorate.1,2024,9.5,Adventure,Indie,True
Pigeon Protocol,2023,8.7,Action,Casual,True
Diluvian Ultra: Awakening,2024,7.9,Action,N/A,True
Apple,2024,5.1,Casual,Indie,True
Hard Times,2020,8.9,Action,Indie,True
Jumping Master(跳跳大咖),2019,6.4,Action,Adventure,True
MiniState,2020,6.0,Indie,Massively Multiplayer,False
武林至尊传,2024,7.9,Action,Adventure,True
Transcender,2020,8.5,Indie,N/A,True
Astrometica Playtest,2024,9.8,N/A,N/A,False
Epic Fun,2019,6.5,Casual,Indie,True
Clodhoppers,2021,9.6,Action,Indie,False
Spellfarers,2024,3.7,Adventure,Casual,True
Castle of Alchemists: Prologue,2024,9.4,Action,Adventure,True
Stories of Mara,2021,8.9,Adventure,Casual,True
Rock the Islands,2024,9.2,Adventure,Casual,True
Godrop:Prologue,2024,9.2,Action,Indie,True
Capsular,2019,8.5,Action,Indie,True
SpellKnights,2016,4.6,Action,N/A,True
ProjectM : Dream,2017,8.5,Simulation,N/A,True
WorldQuest,2018,7.0,Action,Indie,True
Raiders of Treasure Island,2024,5.2,Action,Adventure,True
The Fallen,2020,6.2,Action,Adventure,True
Children of Orc,2016,6.7,Strategy,N/A,True
Hard West 2 Playtest,2022,9.6,N/A,N/A,False
Over The Phone,2021,8.7,Indie,Simulation,True
Peblito: Rock and Roll,2021,7.7,Action,Adventure,True
The Stoevi Curse,2023,8.0,Action,Adventure,True
Wheel of Innocence,2022,9.0,Casual,Indie,True
GUNZO!,2021,8.8,Action,N/A,True
ALLBLACK Phase 1,2020,7.5,Action,Adventure,True
Heavenly Peaks Cultivation,2023,7.6,Adventure,Indie,True
Red Embrace: Mezzanine,2021,8.9,Adventure,Casual,True
The Archipelago,2022,9.3,Casual,Indie,True
Staden under Gamlestaden,2019,8.3,N/A,N/A,True
WillWalker,2021,8.9,Action,Casual,True
Aetheria Online,2019,7.0,Adventure,Indie,False
Geology Business,2017,5.8,Casual,Indie,True
Five Stages of Pink,2022,9.9,Adventure,Casual,True
Bullseye,2018,8.5,Action,Casual,True
Haxity,2020,7.8,Indie,Strategy,True
Ashes to Ashes,2023,6.1,Action,Adventure,True
Forgotten Myths CCG,2016,5.3,Indie,Strategy,True
Strinova Playtest,2024,9.0,N/A,N/A,False
ImageStriker,2019,9.4,Action,Casual,True
Survival Engine,2021,7.5,Adventure,Simulation,True
MAGIX Video deluxe 2017 Plus Steam Edition,2016,4.8,N/A,N/A,False
Light Maze,2022,9.9,Casual,Indie,True
Order Up VR,2019,7.6,Casual,Indie,True
Wonder Boy Returns,2016,7.6,Action,Casual,False
Last Mortem,2021,7.1,Action,Indie,True
Praesidium,2021,7.6,Action,Indie,True
malViolence - Definitive Edition,2023,9.4,Casual,Indie,True
Chill Drive,2023,9.5,Casual,Indie,True
Puzzle Girls: Alexa,2020,7.5,Casual,Indie,True
The Glade,2021,6.1,Action,Adventure,True
IndependANT,2023,8.4,Action,Adventure,True
Forgotten Lore,2017,6.6,Casual,Indie,False
Dev Inc,2021,6.0,Casual,Indie,True
Raidfield 2,2020,4.6,Action,Massively Multiplayer,True
Hot Heat Reset: Chapter 1,2023,9.0,Action,Indie,True
"In Case of Emergency, Release Raptor",2016,7.3,Action,Adventure,True
Heroes of Eldemor,2021,7.3,Action,RPG,True
Space Warfare,2021,5.7,Casual,Indie,True
ENDLESS BECOMING - APARTMENT,2021,7.6,Indie,N/A,True
Family Hidden Secret - Hidden Objects Puzzle Adventure,2019,4.5,Adventure,N/A,True
Martial arts-God of War,2024,6.9,Action,Adventure,True
Acolyte: Prologue,2021,7.8,Adventure,Indie,True
Beholder 3 Playtest,2021,9.2,N/A,N/A,False
Aashaa,2023,9.4,Action,Adventure,True
DOOM Eternal: idStudio,2024,9.6,N/A,N/A,True
My Camp of Memories: Episode 1,2023,8.9,Adventure,Indie,True
We Slay Monsters,2017,9.5,Indie,RPG,True
School Grounds,2018,4.4,Casual,Indie,True
Aierlon,2022,7.2,Adventure,Indie,True
Crunch Time!,2014,5.2,Casual,Indie,True
RAW FOOTAGE,2018,6.0,Adventure,Indie,True
CAPCOM GO! Apollo VR Planetarium,2019,8.7,Casual,Indie,True
胡莱三国3,2021,6.1,Casual,Massively Multiplayer,True
鈴集無名の丘 Little Doll Queen,2023,9.0,Action,Indie,True
Fighter Royale - Last Ace Flying,2019,6.3,Action,Massively Multiplayer,True
Banana Cat,2024,5.6,N/A,N/A,True
Cumdy,2023,9.3,Casual,N/A,True
Bio Bots,2021,7.1,Action,Casual,True
Guns N' Boxes,2022,7.8,Action,Indie,True
First Session,2021,8.0,Adventure,RPG,True
Card Blitz: WWII,2020,6.0,Casual,Indie,True
New Meaning,2021,6.7,N/A,N/A,True
MonsterxMan: Inheritence To Lust,2018,7.9,Adventure,Indie,True
Amarok Dreams Demo,2020,6.0,Adventure,Indie,True
Ostrofa,2020,6.2,Action,Adventure,True
Dispersio,2016,8.9,Adventure,Indie,True
Emerald Dreams: Sanity - Platformer Quest,2024,9.5,Action,Adventure,True
Rise of Humanity: Prologue,2021,7.2,Action,RPG,True
Beat Boxers,2018,4.8,Action,N/A,True
Infinite Stars - The Visual Novel,2022,9.1,Adventure,Casual,True
Vertical Shift,2021,8.0,Action,Adventure,True
Ishmael,2018,5.7,Adventure,Casual,True
Pixel Poops,2021,8.8,Action,Casual,True
DrainLive,2019,7.7,Action,Indie,True
Calamari Clash,2020,7.9,Action,Adventure,True
Aerial Guardian,2018,2.8,Action,Indie,True
Davyria: Heroes of Eternity,2017,7.2,Action,Adventure,True
Spellgear,2017,6.8,Action,Indie,True
The Rabbit's Scroll,2022,9.5,Action,Casual,True
The 2020 Trail,2021,9.1,Casual,Strategy,True
World of Guns: VR,2019,3.6,Simulation,N/A,True
混沌战域,2024,7.4,Action,Indie,True
RealFlight 8,2018,8.3,Indie,Racing,False
Astonia Resurgence,2021,8.0,Action,Adventure,True
Evergreen - Mountain Life Simulator: PROLOGUE,2022,5.9,Simulation,N/A,True
Katto: Rising Tides,2024,9.4,Adventure,N/A,True
Tales From Hoia Baciu Forest,2022,6.8,Adventure,Casual,True
Eye of the Owl - Bosch VR,2019,9.3,Simulation,N/A,True
Space Battle Royale,2023,9.1,Action,Casual,True
ANYKEY,2018,8.3,Action,Casual,True
Therais Book,2021,6.2,Adventure,Indie,True
Gangster coin pusher,2023,7.0,Casual,Simulation,True
U-BOOT The Board Game,2019,7.0,Simulation,N/A,True
All Day Dying: Redux Edition,2019,8.4,Action,Indie,True
Green New Deal Simulator,2023,8.8,Casual,Indie,True
Butsbal,2015,5.7,Action,Indie,True
Karos Classic,2023,6.3,Action,Adventure,True
TRIBES 3: Rivals Playtest,2024,7.3,N/A,N/A,False
Goober Dash,2023,9.8,Action,Casual,True
Escapeworld Dilemma,2021,7.6,Adventure,Indie,True
ShotForge,2016,7.6,Indie,Simulation,True
MOON BASE,2021,5.9,Casual,Simulation,True
RoBros,2017,5.2,Action,Indie,True
Trenches of War,2017,9.0,Action,Casual,True
Lhama Clicker Prologue,2023,9.1,Casual,Indie,True
Nobody's Left Playtest,2023,8.9,N/A,N/A,False
Wonhon: Prologue,2021,8.5,Action,Adventure,True
Baldwin's Bear,2022,10.0,Adventure,Indie,True
Infinite Blue,2024,7.0,Indie,RPG,True
Quacktown Smackdown,2023,6.8,Action,Indie,True
GRIT Playtest,2021,5.0,N/A,N/A,False
OESE,2016,8.4,Casual,Indie,True
Cubzh (Open Alpha),2021,8.1,Action,Casual,True
Dot's Home,2021,8.8,Casual,Indie,True
Sword & Shield Simulator Playtest,2023,5.9,N/A,N/A,False
满庭芳宋上繁华 Playtest,2022,9.5,N/A,N/A,False
Brisk Square Demo,2021,8.2,Action,Adventure,True
Oh Trap!,2018,7.5,Action,Casual,True
Unsung Kingdom,2020,9.0,Indie,RPG,True
BLACK ACE,2022,4.6,Action,Indie,True
Our Elusive Suffering,2022,6.6,Indie,N/A,True
VDSC: VoltIsland,2023,5.8,Action,Indie,True
Tombo Survivor,2020,9.6,Action,N/A,True
Multi Turret Academy: Prologue,2023,9.4,Action,Indie,True
Pixel Royale 3D,2024,4.9,Action,Indie,True
Meor Playtest,2021,9.5,N/A,N/A,False
"Forgive My Sins & Desires, Father - Boys Love (BL) Visual Novel",2022,8.6,Casual,Indie,True
Disco Time 80s VR,2017,6.2,Casual,Indie,True
Stellarcraft The Prologue,2024,9.4,Casual,Indie,True
远征契约,2022,7.7,Adventure,Casual,True
Fallopian Frenzy! Come Again?,2024,9.6,Casual,Indie,True
Fantasy Jigsaw Puzzles,2023,9.0,Casual,Simulation,True
Demonpact: Clarice,2021,9.6,Adventure,Casual,True
无尽星途,2023,7.6,Action,Adventure,True
WWII: Rising,2020,4.4,Action,Indie,True
MUG,2024,5.7,Action,Casual,True
Critical Compendium,2019,9.4,N/A,N/A,True
Eos,2021,7.8,N/A,N/A,True
伏妖绘卷,2022,4.9,Casual,RPG,True
There's no Socks,2024,8.0,Casual,Indie,True
Pixel Fixel,2024,10.0,Casual,N/A,True
Ancient Saga: Vikings Journey,2023,9.2,Adventure,Casual,True
Echoes of the Fey Episode 0: The Immolation,2017,8.5,Adventure,Indie,True
Infinitrap Classic: Ohio Jack and The Cup Of Eternity,2015,7.7,Action,Adventure,True
Escape First Alchemist: Prologue,2022,8.4,Adventure,Casual,True
Call of Da Wild,2018,5.7,Action,Adventure,False
Party Pie: Free Pie,2022,8.0,Action,Casual,True
Human Apocalypse: Prologue,2021,8.6,Action,Adventure,True
Solaris,2021,8.2,Strategy,N/A,True
Crab Champions Playtest,2023,10.0,N/A,N/A,False
Bloody Rally Show: Prologue,2020,9.2,Action,Indie,True
Solenars Edge Rebirth,2017,7.2,Indie,RPG,True
WarZone Flashpoint,2018,5.2,Action,Indie,True
Sportsfriends,2014,8.0,Indie,Sports,True
Forbidden Fruit,2022,6.5,Adventure,Casual,True
The Outcast Lovers,2020,6.8,Adventure,Casual,True
The Red Button,2024,7.1,Indie,N/A,True
LONE WOLF: Horizon,2016,2.8,Action,Adventure,False
Picross for a Cause,2020,9.9,Casual,Indie,True
Warlocks Quarry,2022,9.1,Action,Adventure,True
Artillery Cats,2018,7.9,Casual,N/A,True
Deluge: Sermon for the Dead,2024,7.8,Adventure,Indie,True
